1.450000000000000093e-06,4.919678594941228409e-22
1.450100000000000101e-06,4.947741005425913257e-22
1.450200000000000108e-06,4.975963738585074022e-22
1.450300000000000116e-06,5.004337478773950724e-22
1.450400000000000123e-06,5.032852910347783387e-22
1.450500000000000131e-06,5.061500717661806390e-22
1.450600000000000138e-06,5.090271585071263516e-22
1.450700000000000146e-06,5.119156196931391025e-22
1.450800000000000153e-06,5.148145237597426119e-22
1.450900000000000161e-06,5.177229391424610699e-22
1.451000000000000168e-06,5.206399341933407945e-22
1.451100000000000176e-06,5.235640475815216663e-22
1.451200000000000183e-06,5.264920316936290883e-22
1.451300000000000191e-06,5.294202627565079664e-22
1.451400000000000198e-06,5.323451169970031122e-22
1.451500000000000206e-06,5.352629706419594316e-22
1.451600000000000213e-06,5.381701999182222067e-22
1.451700000000000221e-06,5.410631810526360611e-22
1.451800000000000228e-06,5.439382902720458066e-22
1.451900000000000236e-06,5.467919038032968193e-22
1.452000000000000243e-06,5.496203978732336288e-22
1.452100000000000251e-06,5.524201487087015172e-22
1.452200000000000258e-06,5.551875325365451081e-22
1.452300000000000266e-06,5.579189255836094955e-22
1.452400000000000274e-06,5.606107040767395851e-22
1.452500000000000281e-06,5.632592442427800948e-22
1.452600000000000289e-06,5.658609223085764946e-22
1.452700000000000296e-06,5.684121145009732202e-22
1.452800000000000304e-06,5.709091970468153654e-22
1.452900000000000311e-06,5.733485461729480242e-22
1.453000000000000319e-06,5.757265381062158203e-22
1.453100000000000326e-06,5.780395636391418662e-22
1.453200000000000334e-06,5.802880365356540728e-22
1.453300000000000341e-06,5.824818558786184726e-22
1.453400000000000349e-06,5.846322870513291537e-22
1.453500000000000356e-06,5.867505954370791703e-22
1.453600000000000364e-06,5.888480464191626107e-22
1.453700000000000371e-06,5.909359053808729991e-22
1.453800000000000379e-06,5.930254377055041418e-22
1.453900000000000386e-06,5.951279087763496570e-22
1.454000000000000394e-06,5.972545839767032569e-22
1.454100000000000401e-06,5.994167286898585597e-22
1.454200000000000409e-06,6.016256082991093718e-22
1.454300000000000416e-06,6.038924881877491231e-22
1.454400000000000424e-06,6.062286337390717142e-22
1.454500000000000431e-06,6.086453103363708571e-22
1.454600000000000439e-06,6.111537833629401701e-22
1.454700000000000446e-06,6.137653182020731775e-22
1.454800000000000454e-06,6.164911802370637794e-22
1.454900000000000461e-06,6.193426155904107333e-22
1.455000000000000469e-06,6.223264748047045509e-22
1.455100000000000476e-06,6.254396433140842564e-22
1.455200000000000484e-06,6.286776333779876278e-22
1.455300000000000491e-06,6.320359572558530073e-22
1.455400000000000499e-06,6.355101272071185491e-22
1.455500000000000506e-06,6.390956554912223134e-22
1.455600000000000514e-06,6.427880543676023602e-22
1.455700000000000521e-06,6.465828360956971259e-22
1.455800000000000529e-06,6.504755129349442945e-22
1.455900000000000536e-06,6.544615971447823021e-22
1.456000000000000544e-06,6.585366009846491151e-22
1.456100000000000551e-06,6.626960367139829814e-22
1.456200000000000559e-06,6.669354165922219614e-22
1.456300000000000567e-06,6.712502514579884190e-22
1.456400000000000574e-06,6.756290411824037128e-22
1.456500000000000582e-06,6.800370111578537215e-22
1.456600000000000589e-06,6.844345633469258201e-22
1.456700000000000597e-06,6.887820997122079474e-22
1.456800000000000604e-06,6.930400222162877603e-22
1.456900000000000612e-06,6.971687328217529157e-22
1.457000000000000619e-06,7.011286334911907882e-22
1.457100000000000627e-06,7.048801261871893170e-22
1.457200000000000634e-06,7.083836128723362527e-22
1.457300000000000642e-06,7.115994955092189702e-22
1.457400000000000649e-06,7.144881760604253145e-22
1.457500000000000657e-06,7.170100564885428482e-22
1.457600000000000664e-06,7.191255387561593224e-22
1.457700000000000672e-06,7.207950248258622998e-22
