1.450000000000000093e-06,7.625251326808062571e-23
1.450100000000000101e-06,7.664196078075189592e-23
1.450200000000000108e-06,7.700829746462205114e-23
1.450300000000000116e-06,7.735363440186776764e-23
1.450400000000000123e-06,7.768008267466572164e-23
1.450500000000000131e-06,7.798975336519255414e-23
1.450600000000000138e-06,7.828475755562496490e-23
1.450700000000000146e-06,7.856720632813961839e-23
1.450800000000000153e-06,7.883921076491317913e-23
1.450900000000000161e-06,7.910288194812227632e-23
1.451000000000000168e-06,7.936033095994363324e-23
1.451100000000000176e-06,7.961366888255389087e-23
1.451200000000000183e-06,7.986501216088584037e-23
1.451300000000000191e-06,8.011663422734486916e-23
1.451400000000000198e-06,8.037098683653518171e-23
1.451500000000000206e-06,8.063053139449319072e-23
1.451600000000000213e-06,8.089772930725529713e-23
1.451700000000000221e-06,8.117504198085791365e-23
1.451800000000000228e-06,8.146493082133745298e-23
1.451900000000000236e-06,8.176985723473029255e-23
1.452000000000000243e-06,8.209228262707288034e-23
1.452100000000000251e-06,8.243466840440155851e-23
1.452200000000000258e-06,8.279947597275279855e-23
1.452300000000000266e-06,8.318916673816297788e-23
1.452400000000000274e-06,8.360620210666848571e-23
1.452500000000000281e-06,8.405304348430575825e-23
1.452600000000000289e-06,8.453215227711117293e-23
1.452700000000000296e-06,8.504598989112114245e-23
1.452800000000000304e-06,8.559701773237206777e-23
1.452900000000000311e-06,8.618769720690037334e-23
1.453000000000000319e-06,8.682048972074244834e-23
1.453100000000000326e-06,8.749785082232919383e-23
1.453200000000000334e-06,8.822061821713668058e-23
1.453300000000000341e-06,8.898581507783101576e-23
1.453400000000000349e-06,8.978991511766178779e-23
1.453500000000000356e-06,9.062939204987852630e-23
1.453600000000000364e-06,9.150071958773086672e-23
1.453700000000000371e-06,9.240037144446836219e-23
1.453800000000000379e-06,9.332482133334055412e-23
1.453900000000000386e-06,9.427054296759710143e-23
1.454000000000000394e-06,9.523401006048752202e-23
1.454100000000000401e-06,9.621169632526140429e-23
1.454200000000000409e-06,9.720007547516834840e-23
1.454300000000000416e-06,9.819562122345790752e-23
1.454400000000000424e-06,9.919480728337967004e-23
1.454500000000000431e-06,1.001941073681832009e-22
1.454600000000000439e-06,1.011899951911181002e-22
1.454700000000000446e-06,1.021789444654339211e-22
1.454800000000000454e-06,1.031574289043802873e-22
1.454900000000000461e-06,1.041219222212067402e-22
1.455000000000000469e-06,1.050688981291628565e-22
1.455100000000000476e-06,1.059953974540444377e-22
1.455200000000000484e-06,1.069014401099027271e-22
1.455300000000000491e-06,1.077880208226101076e-22
1.455400000000000499e-06,1.086561348750260955e-22
1.455500000000000506e-06,1.095067775500103010e-22
1.455600000000000514e-06,1.103409441304222166e-22
1.455700000000000521e-06,1.111596298991214292e-22
1.455800000000000529e-06,1.119638301389675018e-22
1.455900000000000536e-06,1.127545401328199507e-22
1.456000000000000544e-06,1.135327551635383154e-22
1.456100000000000551e-06,1.142994705139822063e-22
1.456200000000000559e-06,1.150556814670111160e-22
1.456300000000000567e-06,1.158023833054846546e-22
1.456400000000000574e-06,1.165405713122623384e-22
1.456500000000000582e-06,1.172712407702037070e-22
1.456600000000000589e-06,1.179953869621683236e-22
1.456700000000000597e-06,1.187140051710157748e-22
1.456800000000000604e-06,1.194280906796055535e-22
1.456900000000000612e-06,1.201386387707972226e-22
1.457000000000000619e-06,1.208466742493518501e-22
1.457100000000000627e-06,1.215536023098618406e-22
1.457200000000000634e-06,1.222610924613086808e-22
1.457300000000000642e-06,1.229708195506257012e-22
1.457400000000000649e-06,1.236844584247463029e-22
1.457500000000000657e-06,1.244036839306038165e-22
1.457600000000000664e-06,1.251301709151315724e-22
1.457700000000000672e-06,1.258655942252630424e-22
1.457800000000000679e-06,1.266116287079314865e-22
1.457900000000000687e-06,1.273699492100702823e-22
1.458000000000000694e-06,1.281422305786128543e-22
1.458100000000000702e-06,1.289301476604924862e-22
1.458200000000000709e-06,1.297353753026425554e-22
1.458300000000000717e-06,1.305595883519964632e-22
1.458400000000000724e-06,1.314044616554875165e-22
1.458500000000000732e-06,1.322716700600490929e-22
1.458600000000000739e-06,1.331628884126145936e-22
1.458700000000000747e-06,1.340797915601173491e-22
1.458800000000000754e-06,1.350240543494906899e-22
1.458900000000000762e-06,1.359973091880454100e-22
1.459000000000000769e-06,1.369991778971959646e-22
1.459100000000000777e-06,1.380264402018198446e-22
1.459200000000000784e-06,1.390756608145662494e-22
1.459300000000000792e-06,1.401434044480845900e-22
1.459400000000000799e-06,1.412262358150240421e-22
1.459500000000000807e-06,1.423207196280339932e-22
1.459600000000000814e-06,1.434234205997636428e-22
1.459700000000000822e-06,1.445309034428623547e-22
1.459800000000000829e-06,1.456397328699794928e-22
1.459900000000000837e-06,1.467464735937641861e-22
1.460000000000000844e-06,1.478476903268658924e-22
1.460100000000000852e-06,1.489399477819337877e-22
1.460200000000000860e-06,1.500198106716172594e-22
1.460300000000000867e-06,1.510838437085656008e-22
1.460400000000000875e-06,1.521286116054279879e-22
1.460500000000000882e-06,1.531506790748539022e-22
1.460600000000000890e-06,1.541466108294924724e-22
1.460700000000000897e-06,1.551129715819931330e-22
1.460800000000000905e-06,1.560463274390561836e-22
1.460900000000000912e-06,1.569452449086608952e-22
1.461000000000000920e-06,1.578142836246951337e-22
1.461100000000000927e-06,1.586591208147649739e-22
1.461200000000000935e-06,1.594854337064763965e-22
1.461300000000000942e-06,1.602988995274354057e-22
1.461400000000000950e-06,1.611051955052480057e-22
1.461500000000000957e-06,1.619099988675202241e-22
1.461600000000000965e-06,1.627189868418581123e-22
1.461700000000000972e-06,1.635378366558675803e-22
1.461800000000000980e-06,1.643722255371547028e-22
1.461900000000000987e-06,1.652278307133255311e-22
1.462000000000000995e-06,1.661103294119860224e-22
1.462100000000001002e-06,1.670253988607421808e-22
1.462200000000001010e-06,1.679787162872000341e-22
1.462300000000001017e-06,1.689759589189655865e-22
1.462400000000001025e-06,1.700228039836448890e-22
1.462500000000001032e-06,1.711249287088438755e-22
1.462600000000001040e-06,1.722880103221686677e-22
1.462700000000001047e-06,1.735177260512251522e-22
1.462800000000001055e-06,1.748186081868224332e-22
1.462900000000001062e-06,1.761874089501400443e-22
1.463000000000001070e-06,1.776176434848950601e-22
1.463100000000001077e-06,1.791028163177410126e-22
1.463200000000001085e-06,1.806364319753313632e-22
1.463300000000001092e-06,1.822119949843197379e-22
1.463400000000001100e-06,1.838230098713596453e-22
1.463500000000001107e-06,1.854629811631045703e-22
1.463600000000001115e-06,1.871254133862080685e-22
1.463700000000001122e-06,1.888038110673237189e-22
1.463800000000001130e-06,1.904916787331050063e-22
1.463900000000001137e-06,1.921825209102054630e-22
1.464000000000001145e-06,1.938698421252786678e-22
1.464100000000001153e-06,1.955471469049781527e-22
1.464200000000001160e-06,1.972079397759574264e-22
1.464300000000001168e-06,1.988457252648699971e-22
1.464400000000001175e-06,2.004540078983693971e-22
1.464500000000001183e-06,2.020262922031092522e-22
